kennzahl,name,langtext,strasse,hausnr,plz,ort,gemeindenummer,telefon,email,weburl,art,bezirk
401292,Kindergruppe Rasselbande,,Haselgrabenweg,30,4040,Linz,40101,0732/776315,office@rasselbande-linz.org,https://www.rasselbande-linz.org,Kindergarten,401
401294,Kindergarten Verein Kunterbunt,,Pulvermühlstraße,6,4040,Linz,40101,0732/757872,office@kindergruppekunterbunt.at,https://www.kindergruppekunterbunt.at/wp,Kindergarten,401
401295,Städt. Kindergarten Linz - Garnisonstraße 38,,Garnisonstraße,38,4020,Linz,40101,,Kindergarten.Garnisonstrasse38@mag.linz.at,https://www.linz.at,Kindergarten,401
401297,Städt. Kindergarten Linz - Glimpfingerstraße,,Glimpfingerstraße,8,4020,Linz,40101,0732/331189,kindergarten.glimpfingerstrasse@mag.linz.at,https://www.linz.at,Kindergarten,401
401298,Städt. Kindergarten Linz - Sintstraße,,Sintstraße,39,4020,Linz,40101,0732/776926,kindergarten.sintstrasse@mag.linz.at,https://www.linz.at,Kindergarten,401
401299,Städt. Kindergarten Linz - Wieningerstraße 19,,Wieningerstraße,19,4020,Linz,40101,,kindergarten.wieningerstrasse19@mag.linz.at,,Kindergarten,401
401301,Städt. Kindergarten Linz - Garnisonstraße 33a,,Garnisonstraße,33a,4020,Linz,40101,0732/602656,kindergarten.garnisonstrasse33@mag.linz.at,https://www.linz.at,Kindergarten,401
401302,Kindergarten für Alle - Linz,,Humboldtstraße,19,4020,Linz,40101,,office@kindergartenfueralle.at,https://www.kindergartenfueralle.at,Kindergarten,401
401303,Integrativ Kindergarten für Dich und Mich,,Willingerstraße,21,4030,Linz,40101,0732/349271-37,hp.kiga@spattstrasse.at,https://www.spattstrasse.at/unser-angebot/kinderbetreuungsangebote-0-6-jahre,Kindergarten,401
401304,Integrativ-heilpädagogischer Kindergarten für Dich und Mich,HP,Willingerstraße,21,4030,Linz,40101,0732/349271-37,hp.kiga@spattstrasse.at,https://www.spattstrasse.at/unser-angebot/kinderbetreuungsangebote-0-6-jahre,Kindergarten,401
401305,Städt. Kindergarten Linz - Traundorfer Straße,,Traundorfer Straße,286,4030,Linz,40101,0732/321182,kindergarten.traundorferstrasse@mag.linz.at,,Kindergarten,401
401306,Städt. Kindergarten Linz - Pestalozzistraße 96,,Pestalozzistraße,96,4030,Linz,40101,0732/304103,kindergarten.pestalozzistrasse96@mag.linz.at,,Kindergarten,401
401307,Städt. Kindergarten Linz - Heliosallee,,Heliosallee,181,4030,Linz,40101,0732/321166,kindergarten.heliosallee@mag.linz.at,,Kindergarten,401
401402,KHSB Integrativer Heilpädagog. Kindergarten,HP,Kapuzinerstraße,40,4020,Linz,40101,,kiga.hsb@caritas-ooe.at,https://www.caritas-ooe.at,Kindergarten,401
401501,Praxiskindergarten der BAfEP Linz,,Lederergasse,32a,4020,Linz,40101,0732/770244,office@bafep-linz.at,https://www.praxiskindergarten-bafep-linz.at,Kindergarten,401
401502,Praxiskindergarten der BAfEP der Kreuzschwestern Linz,,Stockhofstraße,10,4020,Linz,40101,0732/664871-2316,kigalinz@eduhi.at,https://www.schulen.kreuzschwestern.at/de/kindergarten-linz,Kindergarten,401
401601,Städt. Hort Linz - Allendeplatz,,Allendeplatz,2,4030,Linz,40101,0732/311743,hort.allendeplatz@mag.linz.at,https://www.linz.at,Hort,401
401603,Städt. Hort Linz - Biesenfeld,,Dornacher Straße,33,4040,Linz,40101,0732/750706,hort.biesenfeld@mag.linz.at,https://www.linz.at,Hort,401
401604,Städt. Hort Linz - Dorfhalleschule,,Füchselstraße,9a,4020,Linz,40101,0732/650002,hort.dorfhalleschule@mag.linz.at,https://www.linz.at,Hort,401
401605,Städt. Hort Linz - Hauderweg,,Hauderweg,8,4030,Linz,40101,0732/311402,hort.hauderweg@mag.linz.at,https://www.linz.at,Hort,401
401606,Städt. Hort Linz - J.W. Kleinstraße,,J.W. Kleinstraße,60,4040,Linz,40101,0732/243076,hort.kleinstrasse@mag.linz.at,https://www.linz.at,Hort,401
401607,Städt. Hort Linz - Sonnenstein,,Jahnstraße,7,4040,Linz,40101,0732/737890,hort.sonnenstein@mag.linz.at,https://www.linz.at,Hort,401
401608,Städt. Hort Linz - Stadlerstraße,,Ramsauerstraße,74,4020,Linz,40101,0732/330614,hort.stadlerstrasse@mag.linz.at,https://www.linz.at,Hort,401
401609,Städt. Hort Linz - Khevenhüllerstraße,,Khevenhüllerstraße,19,4020,Linz,40101,0732/655756,hort.khevenhuellerstrasse@mag.linz.at,https://www.linz.at,Hort,401
401612,Städt. Hort Linz - Harbach,vorher: Städt. Hort Linz - Leonfeldner Straße,Keplerstraße,13,4040,Linz,40101,0732/710046,hort.harbach@mag.linz.at,https://www.linz.at,Hort,401
401613,Städt. Hort Linz - Löwenfeld,,Franz-Kurz-Straße,3,4030,Linz,40101,0732/315209,hort.loewenfeld@mag.linz.at,https://www.linz.at,Hort,401
401614,Städt. Hort Linz - Raimundschule,,Raimundstraße,17,4020,Linz,40101,0732/653741,hort.raimundschule@mag.linz.at,https://www.linz.at,Hort,401
401615,KHSB Hort - Integrationsgruppen,Kompetenzzentrum für Hör- und Sehbildung,Kapuzinerstraße,40,4020,Linz,40101,0732/771366-7142,hort2.hsb@caritas-ooe.at,https://www.caritas-ooe.at,Hort,401
401616,Städt. Hort Linz - Pichling,,Rathfeldstraße,69,4030,Linz,40101,0732/321302,hort.pichlingschule@mag.linz.at,https://www.linz.at,Hort,401
401617,Städt. Hort Linz - Dr. Adolf Schärf Schule,,Resselstraße,10,4033,Linz,40101,0732/316522,hort.schaerfschule@mag.linz.at,https://www.linz.at,Hort,401
401618,Städt. Hort Linz - Römerbergschule,,Ritzbergerstraße,2,4020,Linz,40101,0732/781985,hort.roemerbergschule@mag.linz.at,https://www.linz.at,Hort,401
401619,Städt. Hort Linz - Rohrmayrstraße,,Rohrmayrstraße,1,4030,Linz,40101,0732/380682,hort.rohrmayrstrasse@mag.linz.at,https://www.linz.at,Hort,401
401620,Städt. Hort Linz - Scharmühlwinkel,,Scharmühlwinkel,11,4030,Linz,40101,0732/305185,hort.scharmuehlwinkel@mag.linz.at,https://www.linz.at,Hort,401
401621,Städt. Hort Linz - Siemensschule,,Siemensstraße,58,4030,Linz,40101,0732/371230,hort.siemensschule@mag.linz.at,https://www.linz.at,Hort,401
401622,Städt. Hort Linz - Fechterweg,,Stefan Fechterweg,5,4020,Linz,40101,,hort.fechterweg@mag.linz.at,https://www.linz.at,Hort,401
401623,Städt. Hort Linz - Straßlandweg,,Straßlandweg,16,4030,Linz,40101,,hort.strasslandweg@mag.linz.at,https://www.linz.at,Hort,401
401624,Städt. Hort Linz - Goetheschule,,Südtiroler Straße,13,4020,Linz,40101,0732/662047,hort.goetheschule@mag.linz.at,https://www.linz.at,Hort,401
401625,Städt. Hort Linz - Spallerhofschule,,Tungassingerstraße,23,4020,Linz,40101,0732/330108,hort.spallerhofschule@mag.linz.at,https://www.linz.at,Hort,401
401626,Städt. Hort Linz - Mozartschule,,Mozartstraße,30,4020,Linz,40101,0732/772865,hort.mozartschule@mag.linz.at,https://www.linz.at,Hort,401
401627,Städt. Hort Linz - Weberschule,,Webergasse,1,4040,Linz,40101,0732/731447,hort.weberschule@mag.linz.at,https://www.linz.at,Hort,401
401628,Städt. Hort Linz - Wieningerstraße,,Wieningerstraße,16,4020,Linz,40101,0732/382626,hort.wieningerstrasse@mag.linz.at,https://www.linz.at,Hort,401
401633,Hort der Kinderfreunde Linz - Ziegeleistraße,,Ziegeleistraße,17,4020,Linz,40101,,hort.ziegeleistrasse@kinderfreunde-linz.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Hort,401
401634,Hort Linz des VfFB,,Brucknerstraße,8,4020,Linz,40101,0732/652256-26,hort-brucknerschule@eduhi.at,vs.brucknerschule.com/unser-hort,Hort,401
401635,Hort St. Margarethen - Familienzentren GmbH der OÖ Kinderfreunde,,Zaubertalstraße,9a,4020,Linz,40101,,hort.st.margarethen@kinderfreunde-ooe.at,,Hort,401
401636,Privathort des Schulvereins der Kreuzschwestern Linz,,Stockhofstraße,10,4020,Linz,40101,0732/664871-2316,kigalinz@eduhi.at,https://www.schulen.kreuzschwestern.at/de/hort-linz,Hort,401
401637,Städt. Hort Linz - Solarcity,,Heliosallee,140-142,4030,Linz,40101,0732/321190,hort.solarcity@mag.linz.at,https://www.linz.at,Hort,401
401638,"Junges Wohnen Guter Hirte"" Schülerhort""",,Baumbachstraße,28,4020,Linz,40101,0732/777861,junges.wohnen@caritas-ooe.at,https://www.junges-wohnen.at/hort,Hort,401
401639,Städt. Hort Linz - Edmund Aigner,,Händelstraße,42a,4021,Linz,40101,0732/601347,hort.edmundaigner@mag.linz.at,https://www.linz.at,Hort,401
401640,Städt. Hort Linz - Koref,,Werndlstraße,28,4020,Linz,40101,0732/330656-12,hort.koref@mag.linz.at,https://www.linz.at,Hort,401
401641,Städt. Hort Linz - Robinson,,Kaltenhauserstraße,4,4040,Linz,40101,0732/708075,hort.robinson@mag.linz.at,https://www.linz.at,Hort,401
401642,Städt. Hort Linz - Edlbacherstraße,,Edlbacherstraße,13,4020,Linz,40101,0732/650632,hort.edlbacher@mag.linz.at,https://www.linz.at,Hort,401
401645,Städt. Hort Linz - Coulinstraße,,Coulinstraße,18,4020,Linz,40101,0732/650550,hort.coulinstrasse@mag.linz.at,https://www.linz.at,Hort,401
401646,Städt. Hort Linz - Spaunstraße,,Spaunstraße,63,4020,Linz,40101,0732/344808,hort.spaunstrasse@mag.linz.at,https://www.linz.at,Hort,401
401647,Städt. Hort Linz - Rennerschule,,Flötzerweg,63,4030,Linz,40101,,hort.rennerschule@mag.linz.at,https://www.linz.at,Hort,401
401648,Städt. Hort Linz - Karlhofschule,,Teistlergutstraße,23a,4040,Linz,40101,0732/734125,hort.karlhofschule@mag.linz.at,https://www.linz.at,Hort,401
401649,Städt. Hort Linz - Keferfeldschule,,Thürheimerstraße,2,4020,Linz,40101,0732/673932,hort.keferfeld@mag.linz.at,https://www.linz.at,Hort,401
401701,Städt. Heilpäd. Hort Linz - Rennerschule,HP,Flötzerweg,63,4030,Linz,40101,,hort.rennerschule@mag.linz.at,https://www.linz.at,Hort,401
401702,Städt. Heilpäd. Hort Linz - Karlhofschule,HP,Teistlergutstraße,23a,4040,Linz,40101,0732/734125,hort.karlhofschule@mag.linz.at,https://www.linz.at,Hort,401
401801,Heilpädagog. Hort 1 - Zentrum Hör- und Sehbildung,HP,Kapuzinerstraße,40,4020,Linz,40101,0732/771366-7141,hort1.hsb@caritas-ooe.at,https://www.caritas-ooe.at,Hort,401
401802,KHSB Integrativer Heilpädagog.Hort 2,HP,Kapuzinerstraße,40,4020,Linz,40101,0732/771366-7142,hort2.hsb@caritas-ooe.at,https://www.caritas-ooe.at,Hort,401
401901,Praxishort der BAfEP der Kreuzschwestern Linz,,Stockhofstraße,10,4020,Linz,40101,0732/664871-2316,kigalinz@eduhi.at,https://www.schulen.kreuzschwestern.at/de/hort-linz,Hort,401
402101,Krabbelstube Elefant Steyr,,Handel-Mazzetti-Promenade,12,4400,Steyr,40201,07252/48099,betreuung@drehscheibe-kind.at,drehscheibe-kind.at,Krabbelstube,402
402102,Krabbelstube Waldrandsiedlung Kuschelbär Steyr,,Michael-Sieberer-Straße,3,4400,Steyr,40201,07252/42616,krabbelstube.kuschelbaer@kinderfreunde.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,402
402105,Betriebskrabbelstube Pyhrn - Eisenwurzen Klinikum Steyr,,Sierningerstraße,170c,4400,Steyr,40201,050/55466-28515,kindergarten.sr@ooeg.at,https://www.ooeg.at/pek,Krabbelstube,402
402106,Praxiskrabbelstube der BAfEP Steyr,,Neue Welt Gasse,2,4400,Steyr,40201,07252/46288-14,office@bafep-steyr.at,https://www.bafep-steyr.at,Krabbelstube,402
402107,Städt. Krabbelstube Resthofstraße,,Resthofstraße,39,4400,Steyr,40201,07252/5751333,kdg-resthofstrasse@steyr.gv.at,https://www.steyr.gv.at,Krabbelstube,402
402108,Städt. Krabbelstube Leharstrasse,,Leharstrasse,23,4400,Steyr,40201,07252/72799,kdg-leharstrasse@steyr.gv.at,https://www.steyr.gv.at,Krabbelstube,402
402109,Betriebskrabbelstube BMW Group Werk Steyr,,Hinterbergerstraße,2,4400,Steyr,40201,07252/48099,krabbelstube@bmw.com,,Krabbelstube,402
402202,Städt. Kindergarten Steyr Taschelried,,Blümelhuberstraße,21,4400,Steyr,40201,07252/575-1304,kdg-taschelried@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402203,Städt. Kindergarten Steyr Dieselstraße,,Dieselstraße,15,4400,Steyr,40201,07252/575-1305,kdg-dieselstrasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402205,Städt. Kindergarten Steyr Gleink,,Gleinker-Hauptstraße,12,4407,Steyr-Gleink,40201,07252/575-1307,kdg-gleink@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402206,Städt. Kindergarten Steyr Karl-Marx-Straße,,Karl Marx Straße,15,4400,Steyr,40201,07252/575-1312,kdg-marxstrasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402207,Städt. Kindergarten Steyr Leharstraße,,Leharstraße,23,4400,Steyr,40201,07252/72799,kdg-leharstrasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402208,Städt. Kindergarten Steyr Plenklberg,,Punzerstraße,1,4400,Steyr,40201,07252/575-1308,kdg-plenklberg@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402209,Städt. Kindergarten Steyr Resthofstraße,,Resthofstraße,39,4400,Steyr,40201,07252/575-1333,kdg-resthofstrasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402210,Städt. Kindergarten Steyr Stelzhamerstr.,,Stelzhamerstraße,11,4400,Steyr,40201,07252/5751301,kdg-stelzhamerstrasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402211,Städt. Kindergarten Steyr Wehrgrabengasse,,Wehrgrabengasse,83a,4400,Steyr,40201,07252/575-314,kdg-wehrgrabengasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402213,Städt. Kindergarten Steyr Wokralstraße,,Wokralstraße,5,4400,Steyr,40201,07252/575-1311,kdg-wokralstrasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402214,Kindergarten Ennsleite Steyr,,Josef-Hafner-Straße,14,4400,Steyr,40201,,kindergarten.ennsleite@kinderfreunde.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Kindergarten,402
402217,Waldorfkindergarten Steyr - Fabrikinsel,,Fabrikinsel,1,4400,Steyr,40201,,info@waldorf-steyr.at,https://www.waldorf-steyr.at,Kindergarten,402
402218,Betriebskindergarten Pyhrn - Eisenwurzen Klinikum Steyr,,Sierningerstraße,170c,4400,Steyr,40201,050/55466-28515,kindergarten.sr@ooeg.at,https://www.ooeg.at/pek,Kindergarten,402
402219,Privatkindergarten des Schulvereins der Kreuzschwestern Steyr,,Hochhauserstraße,1,4400,Steyr,40201,07252/53140-18,kigasteyr.rudigier@gmx.at,https://www.schulen.kreuzschwestern.at/de/kindergarten-steyr,Kindergarten,402
402220,Pfarrcaritaskindergarten Steyr - Münichholz,,Karl-Punzer-Straße,45,4400,Steyr,40201,07252/84515,KG402220@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4407/caritaskindergarten/team,Kindergarten,402
402221,Pfarrcaritaskindergarten St. Michael / Steyr,,Wieserfeldplatz,18-20,4400,Steyr,40201,07252/72252,KG402221@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4410/team/kindergarten,Kindergarten,402
402224,Städt. Kindergarten Steyr Grandyplatz,,Prof.-Erich-Grandyplatz,1,4400,Steyr,40201,07252/575351,kdg-grandyplatz@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Kindergarten,402
402225,Kindergarten Kids & Company Steyr,powered by Evangelische Kirche A.B. Steyr,Blumauergasse,3,4400,Steyr,40201,,kidsandcompany@gmx.at,https://www.kidsandcompany.at/wordpress,Kindergarten,402
402401,Heilpäd. Kindergarten Steyr-Gleink der Lebenshilfe OÖ.,HP,Gleinker Hauptstraße,12,4407,Steyr-Gleink,40201,07252/77868,kiga-steyr@ooe.lebenshilfe.org,https://www.ooe.lebenshilfe.org/lebenshilfe,Kindergarten,402
402501,Praxiskindergarten der BAfEP Steyr,,Neue Welt Gasse,2,4400,Steyr,40201,07252/46288-14,office@bafep-steyr.at,https://www.bafep-steyr.at,Kindergarten,402
402601,Städt. Hort Steyr Leharstraße,,Leharstraße,23,4400,Steyr,40201,07252/72799,kdg-leharstrasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Hort,402
402602,Städt. Hort Steyr - Plenklberg,,Punzerstraße,1,4400,Steyr,40201,07252/575-1308,kdg-plenklberg@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Hort,402
402603,Städt. Hort Steyr Resthof (Grandyplatz),,Prof.-Erich-Grandyplatz,4a,4400,Steyr,40201,07252/575-351,hort-grandyplatz@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Hort,402
402604,Städt. Hort Steyr Wehrgrabengasse,,Wehrgrabengasse,83a,4400,Steyr,40201,07252/575-314,kdg-wehrgrabengasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Hort,402
402606,Städt. Hort Steyr Wokralstraße,,Wokralstraße,5,4400,Steyr,40201,07252/575-311,kdg-wokralstrasse@steyr.gv.at,https://www.steyr.gv.at/einrichtungen/soziale_einrichtungen/kindergaerten_und_horte,Hort,402
402610,"Hort St. Anna"" Steyr Vereinigung von Ordensschulen""",,Annaberg,4,4400,Steyr,40201,07252/72093-32,hort@st-anna-steyr.at,st-anna-steyr.at/start-hort,Hort,402
403001,Krabbelstube der OÖ Hilfswerk GmbH - Kindernest GTZ Wels,,Durisolstraße,7,4600,Wels,40301,,kb.gtz.wels@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Krabbelstube,403
403002,Krabbelstube Wirbelwind Kinderfreunde Wels,,Südtiroler Straße,44,4600,Wels,40301,,krabbelstube.wirbelwind@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,403
403101,Krabbelstube Spatzennest Kinderfreunde Wels,,Eibenstraße,27,4600,Wels,40301,,krabbelstube.spatzennest@kinderfreunde.cc,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,403
403102,Krabbelstube Sonnenschein Wels Kinderfreunde,,Eiselsbergstraße,31a,4600,Wels,40301,,krabbelstube.sonnenschein@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,403
403104,Krabbelstube Purzelbaum Kinderfreunde Wels,,Puchberger Straße,20,4600,Wels,40301,,krabbelstube.purzelbaum@kinderfreunde.cc,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,403
403105,Pfarrcaritaskleinkinderkrippe Stadtpfarramt Wels,,Fabrikstraße,'6-8,4600,Wels,40301,07242/44154,pfarr-kindergarten@aon.at,https://www.dioezese-linz.at/pfarre/4467/pfarrleben/kindergarten,Krabbelstube,403
403106,Krabbelstube Regenbogen Kinderfreunde Wels,,Linzer Straße,126,4600,Wels,40301,,krabbelstube.regenbogen@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,403
403108,Städt. Krabbelstube Wels - Noitzmühle,,Föhrenstraße,12,4600,Wels,40301,07242/235-6850,kgno@wels.gv.at,https://www.wels.gv.at,Krabbelstube,403
403109,Betriebskrabbelstube der OÖ Hilfswerk GmbH - Klinikum Wels-Grieskirchen,,Grieskirchner Straße,34,4600,Wels,40301,07242/415-2978,kn.klinikum.wels-grieskirchen@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Krabbelstube,403
403110,Städt. Krabbelstube Wels - Robert-Koch-Straße,,Robert-Koch-Straße,17,4600,Wels,40301,07242/235-6730,kgko@wels.gv.at,https://www.wels.gv.at,Krabbelstube,403
403111,Krabbelstube Wels des VfFB,,Schubertstraße,49,4600,Wels,40301,07242/47428-750,kiga.franziskanerinnen.wels@eduhi.at,https://www.wels-franziskanerinnen.at,Krabbelstube,403
403112,Da Vinci Akademie - Krabbelstube Wels,,Leonardo da Vinci Weg,1,4600,Wels,40301,07242/219001,info@davinciakademie.at,https://www.davinciakademie.at/home,Krabbelstube,403
403113,Städt. Krabbelstube Wels - Laahen,,Oberfeldstraße,62,4600,Wels,40301,07242/235-8390,KGLA@wels.gv.at,https://www.wels.gv.at,Krabbelstube,403
403114,Krabbelstube der OÖ Hilfswerk GmbH - Dragonerhof,,Zeileisstraße,6a,4600,Wels,40301,,kb.dragonerhof@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Krabbelstube,403
403115,Städt. Krabbelstube Wels - Vogelweide,,Eiselsbergstraße,23a,4600,Wels,40301,07242/2356800,kgvo@wels.gv.at,https://www.wels.gv.at,Krabbelstube,403
403116,Abenteuer Familie - Krabbelstube Mohnstraße,,Mohnstraße,24,4600,Wels,40301,07242/211654,office@kindergarten-mohnstrasse.at,https://www.kindergarten-mohnstrasse.at,Krabbelstube,403
403117,RECAminis Krabbelstube,Betriebskrabbelstube der Fa. Kellner & Kunz AG,Marcusstraße,17,4600,Wels,40301,,recaminis@diakoniewerk.at,https://www.diakoniewerk.at,Krabbelstube,403
